816,1498,"(45.40886570682324, 12.255334254014588, 0.0)"
816,1499,"(45.40874934992277, 12.255327562998783, 0.0)"
816,1511,"(45.40735306687129, 12.255247273996988, 0.0)"
816,1512,"(45.407236709929826, 12.255240583512483, 0.0)"
817,1483,"(45.41060773702207, 12.255551088119457, 0.0)"
817,1499,"(45.40874602720735, 12.25544402314818, 0.0)"
818,1484,"(45.41048805714722, 12.255660859956535, 0.0)"
818,1497,"(45.40897541811754, 12.255573866303111, 0.0)"
818,1498,"(45.40885906124703, 12.255567174769748, 0.0)"
820,1485,"(45.410365053918675, 12.255887094762809, 0.0)"
820,1490,"(45.409783269857854, 12.255853632668618, 0.0)"
820,1504,"(45.408154274068295, 12.255759944241772, 0.0)"
821,1482,"(45.410710800899736, 12.256023636630022, 0.0)"
821,1483,"(45.410594444116754, 12.256016943768413, 0.0)"
821,1484,"(45.41047808733061, 12.25601025094769, 0.0)"
821,1486,"(45.410245373748864, 12.255996865428887, 0.0)"
821,1504,"(45.408150950945696, 12.255876403118222, 0.0)"
821,1513,"(45.407103739161094, 12.25581617692955, 0.0)"
821,1514,"(45.40698738228036, 12.255809485335181, 0.0)"
822,1481,"(45.41082383413003, 12.256146793870684, 0.0)"
822,1485,"(45.41035840704541, 12.256120021552563, 0.0)"
822,1502,"(45.40838034137298, 12.256006246498144, 0.0)"
822,1514,"(45.40698405917331, 12.255925941808059, 0.0)"
823,1494,"(45.409307872426766, 12.256176247447701, 0.0)"
823,1500,"(45.40860973161546, 12.256136090974609, 0.0)"
823,1507,"(45.40779523385881, 12.256089243616081, 0.0)"
823,1510,"(45.407446163344396, 12.256069166789903, 0.0)"
824,1116,"(45.45328718599267, 12.258825626525681, 0.0)"
824,1502,"(45.40837369448141, 12.256239165102793, 0.0)"
824,1507,"(45.4077919104208, 12.256205701716587, 0.0)"
824,1510,"(45.40744283994661, 12.25618562417543, 0.0)"
825,1151,"(45.44921141018625, 12.258707394258657, 0.0)"
825,1152,"(45.44909505450083, 12.258700686892434, 0.0)"
825,1496,"(45.40906851154602, 12.256395783217227, 0.0)"
825,1503,"(45.408254014065385, 12.2563489313773, 0.0)"
825,1507,"(45.40778858686424, 12.256322159796772, 0.0)"
826,1480,"(45.410926895455844, 12.256619345155356, 0.0)"
826,1484,"(45.4104614685984, 12.256592568859867, 0.0)"
826,1501,"(45.40848340389147, 12.256478776902721, 0.0)"
826,1502,"(45.40836704711563, 12.256472083626164, 0.0)"
826,1503,"(45.40825069033663, 12.256465390390492, 0.0)"
827,1478,"(45.41115628468305, 12.256749198500106, 0.0)"
827,1503,"(45.40824736648933, 12.25658184938336, 0.0)"
827,1504,"(45.408131009720584, 12.25657515595024, 0.0)"
827,1507,"(45.40778193939546, 12.256555075896188, 0.0)"
828,1489,"(45.40987303676696, 12.256792024049572, 0.0)"
828,1499,"(45.408709469513234, 12.256725083450599, 0.0)"
828,1500,"(45.40859311277053, 12.256718389615596, 0.0)"
828,1501,"(45.408476756024655, 12.256711695821478, 0.0)"
828,1502,"(45.408360399275644, 12.25670500206825, 0.0)"
828,1503,"(45.40824404252347, 12.25669830835591, 0.0)"
828,1504,"(45.40812768576814, 12.256691614684456, 0.0)"
829,1069,"(45.458739246726466, 12.259723788033895, 0.0)"
829,1498,"(45.40882250210133, 12.256848237470406, 0.0)"
829,1499,"(45.40870614537517, 12.25684154335617, 0.0)"
829,1501,"(45.40847343191342, 12.256828155250375, 0.0)"
829,1502,"(45.40835707517782, 12.256821461258811, 0.0)"
829,1503,"(45.40824071843906, 12.256814767308136, 0.0)"
830,1475,"(45.41149538135399, 12.257118678989922, 0.0)"
830,1484,"(45.41044817147855, 12.257058422823789, 0.0)"
830,1485,"(45.41033181480995, 12.257051727898702, 0.0)"
830,1499,"(45.40870282111857, 12.256958003241417, 0.0)"
830,1502,"(45.40835375096146, 12.25693792042905, 0.0)"
830,1504,"(45.40812103750759, 12.25692453209192, 0.0)"
831,1475,"(45.4114920566569, 12.257235144575391, 0.0)"
831,1498,"(45.40881585344274, 12.257081157697254, 0.0)"
831,1499,"(45.40869949674341, 12.257074463106342, 0.0)"
831,1505,"(45.40800135648126, 12.257034296419612, 0.0)"
832,1483,"(45.41055787884587, 12.257298045126499, 0.0)"
832,1486,"(45.41020880892057, 12.257277958921083, 0.0)"
832,1496,"(45.40904524229797, 12.257211007561377, 0.0)"
832,1502,"(45.40834710217306, 12.25717083870855, 0.0)"
832,1503,"(45.408230745474526, 12.257164144042875, 0.0)"
833,1478,"(45.41113633709766, 12.25744798778321, 0.0)"
833,1482,"(45.41067091064101, 12.257421204486334, 0.0)"
833,1496,"(45.40904191764546, 12.257327468100675, 0.0)"
833,1500,"(45.40857649096179, 12.257300687748517, 0.0)"
833,1501,"(45.408460134282976, 12.257293992762719, 0.0)"
833,1514,"(45.406947497171615, 12.257206961668686, 0.0)"
833,1515,"(45.40683114044868, 12.257200267255396, 0.0)"
834,1482,"(45.41066758568214, 12.25753766834224, 0.0)"
834,1486,"(45.41020215922871, 12.257510884746342, 0.0)"
834,1496,"(45.409038592874396, 12.257443928619638, 0.0)"
834,1508,"(45.40764231283299, 12.257363586666136, 0.0)"
834,1515,"(45.406827815932495, 12.257316723246113, 0.0)"
835,1483,"(45.4105479040095, 12.257647435979125, 0.0)"
835,1507,"(45.40775534477839, 12.257486739480962, 0.0)"
835,1508,"(45.40763898810435, 12.257480044304772, 0.0)"
835,1515,"(45.40682449129775, 12.25743317921651, 0.0)"
836,1200,"(45.44347336562116, 12.259660624636371, 0.0)"
836,1485,"(45.41031186565387, 12.257750506804623, 0.0)"
836,1507,"(45.40775201991778, 12.257603197337597, 0.0)"
836,1515,"(45.406821166544454, 12.257549635166582, 0.0)"
837,1200,"(45.4434700365209, 12.259777155707164, 0.0)"
837,1478,"(45.41112303633614, 12.2579138468987, 0.0)"
837,1485,"(45.41030854037956, 12.257866969884455, 0.0)"
837,1487,"(45.410075827220716, 12.257853576819972, 0.0)"
837,1491,"(45.40961040086521, 12.257826791181866, 0.0)"
837,1492,"(45.409494044268456, 12.257820094874601, 0.0)"
837,1501,"(45.4084468347557, 12.257759829949846, 0.0)"
837,1505,"(45.407981408223606, 12.257733046602285, 0.0)"
837,1507,"(45.40774869493863, 12.257719655173904, 0.0)"
837,1514,"(45.4069341983419, 12.25767278646288, 0.0)"
838,1206,"(45.442768573262065, 12.259853436600064, 0.0)"
838,1266,"(45.4357872266163, 12.259451016180094, 0.0)"
838,1480,"(45.41088699776151, 12.258016917512835, 0.0)"
838,1505,"(45.407978083099074, 12.257849504894919, 0.0)"
838,1514,"(45.40693087333811, 12.257789242610613, 0.0)"
839,1480,"(45.410883672183, 12.258133381743813, 0.0)"
839,1514,"(45.40692754821579, 12.257905698738018, 0.0)"
840,1118,"(45.45300120013126, 12.260677021389121, 0.0)"
840,1147,"(45.449626892835916, 12.260482381272165, 0.0)"
840,1475,"(45.411462129047706, 12.258283333929738, 0.0)"
840,1481,"(45.410763989964096, 12.258243148482133, 0.0)"
841,1147,"(45.44962356254879, 12.260598924918357, 0.0)"
841,1474,"(45.411575159654454, 12.258406497268059, 0.0)"
841,1481,"(45.41076066416188, 12.25835961243408, 0.0)"
841,1482,"(45.410644307650315, 12.258352914764307, 0.0)"
842,1472,"(45.4118045465824, 12.258536359380077, 0.0)"
842,1474,"(45.41157183363974, 12.258522962868245, 0.0)"
842,1475,"(45.411455477163685, 12.258516264673704, 0.0)"
842,1483,"(45.410524625241685, 12.258462680590336, 0.0)"
842,1508,"(45.40761571168452, 12.25829524720604, 0.0)"
843,1282,"(45.43390888989104, 12.259926286058118, 0.0)"
843,1472,"(45.411801220422284, 12.258652825436677, 0.0)"
843,1473,"(45.41168486396595, 12.258646126921928, 0.0)"
843,1474,"(45.411568507506466, 12.258639428448097, 0.0)"
843,1475,"(45.41145215104383, 12.258632730015183, 0.0)"
843,1482,"(45.41063765571706, 12.258585842130469, 0.0)"
844,1292,"(45.432742002483934, 12.25997573392148, 0.0)"
844,1427,"(45.41703393081013, 12.259070777720483, 0.0)"
844,1470,"(45.41203060701996, 12.258782689101949, 0.0)"
844,1472,"(45.4117978941436, 12.25876929147294, 0.0)"
844,1476,"(45.41133246835303, 12.258742496705956, 0.0)"
845,1097,"(45.45542800639529, 12.261400766965455, 0.0)"
845,1153,"(45.44891210774099, 12.261024826071662, 0.0)"
845,1154,"(45.44879575231792, 12.26101811401063, 0.0)"
845,1470,"(45.41202728059587, 12.258899155594628, 0.0)"
845,1472,"(45.41179456774635, 12.258885757488864, 0.0)"
845,1477,"(45.411212785567365, 12.258852262940575, 0.0)"
845,1508,"(45.407605734297796, 12.258644619573055, 0.0)"
845,1512,"(45.40714030810676, 12.2586178297444, 0.0)"
846,1156,"(45.448559710702554, 12.261121231406316, 0.0)"
846,1157,"(45.44844335528347, 12.261114519229508, 0.0)"
846,1239,"(45.438902200179086, 12.260564260293046, 0.0)"
846,1472,"(45.411791241230546, 12.259002223484448, 0.0)"
846,1473,"(45.41167488481448, 12.258995524254575, 0.0)"
846,1476,"(45.41132581554734, 12.258975426810485, 0.0)"
846,1501,"(45.40841690388408, 12.258807962431574, 0.0)"
846,1502,"(45.40830054737655, 12.258801264388334, 0.0)"
847,1145,"(45.44983628907791, 12.261311612060151, 0.0)"
847,1291,"(45.43284837151782, 12.260331967582072, 0.0)"
847,1439,"(45.41562767411397, 12.25933979487235, 0.0)"
847,1440,"(45.415511317815415, 12.259333094053433, 0.0)"
847,1475,"(45.41143884537876, 12.259098591177716, 0.0)"
847,1497,"(45.408879003583834, 12.258951215029995, 0.0)"
847,1501,"(45.40841357763893, 12.258924421494541, 0.0)"
847,1502,"(45.408297221144814, 12.258917723212967, 0.0)"
847,1515,"(45.40678458643437, 12.258830649275678, 0.0)"
848,1145,"(45.449832957932855, 12.261428156041326, 0.0)"
848,1290,"(45.432961398149544, 12.260455183866835, 0.0)"
848,1497,"(45.408875677166435, 12.259067675025973, 0.0)"
849,1146,"(45.44971327132504, 12.261537986657517, 0.0)"
849,1290,"(45.43295806883415, 12.260571693209682, 0.0)"
849,1432,"(45.416435513417184, 12.259619652712752, 0.0)"
850,1147,"(45.449593584622214, 12.261647816816646, 0.0)"
850,1282,"(45.4338855855921, 12.260741865107326, 0.0)"
850,1290,"(45.43295473940009, 12.260688202532158, 0.0)"
850,1297,"(45.43214024881642, 12.260641249930586, 0.0)"
850,1371,"(45.42352991033298, 12.260145016660736, 0.0)"
851,1283,"(45.433765900182394, 12.26085166811459, 0.0)"
851,1297,"(45.43213691935774, 12.260757757562255, 0.0)"
851,1344,"(45.42666819349471, 12.260442545167885, 0.0)"
851,1371,"(45.423526581868245, 12.26026150663786, 0.0)"
851,1381,"(45.4223630214229, 12.260194462908588, 0.0)"
851,1505,"(45.40793484569216, 12.259363460848961, 0.0)"
851,1514,"(45.40688763750124, 12.25930317068106, 0.0)"
851,1515,"(45.40677128101983, 12.259296471978107, 0.0)"
852,1343,"(45.426781220477295, 12.260565747508089, 0.0)"
852,1344,"(45.42666486454873, 12.260559041565251, 0.0)"
852,1389,"(45.42142884449788, 12.260257316537793, 0.0)"
852,1437,"(45.41584374940198, 12.259935567924138, 0.0)"
852,1438,"(45.41572739317686, 12.259928865831228, 0.0)"
852,1513,"(45.40700066730269, 12.259426325526327, 0.0)"
852,1514,"(45.406884310837825, 12.25941962654414, 0.0)"
852,1515,"(45.406767954369826, 12.259412927602876, 0.0)"
853,1342,"(45.42689424731124, 12.260688950346024, 0.0)"
853,1369,"(45.4237526365804, 12.260507896722503, 0.0)"
853,1494,"(45.40920811248514, 12.259670074572131, 0.0)"
853,1515,"(45.4067646276013, 12.259529383207305, 0.0)"
854,1338,"(45.42735634166376, 12.260832273433268, 0.0)"
854,1367,"(45.42398201969097, 12.260637797947972, 0.0)"
854,1513,"(45.40699401359337, 12.259659237668101, 0.0)"
854,1515,"(45.406761300714194, 12.259645838791394, 0.0)"
856,1281,"(45.433981961530336, 12.26144764150754, 0.0)"
856,1456,"(45.413619669631544, 12.260274113707014, 0.0)"
857,1281,"(45.43397863114478, 12.261564152835211, 0.0)"
857,1380,"(45.42245940492761, 12.260900093652625, 0.0)"
857,1387,"(45.42164491301433, 12.260853155175353, 0.0)"
857,1456,"(45.413616341596686, 12.26039058329299, 0.0)"
858,1384,"(45.4219906518757, 12.260989758153777, 0.0)"
858,1513,"(45.4069807047522, 12.260125061707573, 0.0)"
859,1384,"(45.42198732263668, 12.261106244867372, 0.0)"
859,1400,"(45.420125626835635, 12.26099895485882, 0.0)"
859,1512,"(45.40709373361327, 12.260248218357898, 0.0)"
859,1513,"(45.406977377245546, 12.260241517666586, 0.0)"
859,1514,"(45.40686102087466, 12.260234817016203, 0.0)"
860,1458,"(45.413373644422244, 12.260726585525287, 0.0)"
861,1454,"(45.41383574059048, 12.260869868477485, 0.0)"
861,1515,"(45.406738009185396, 12.2604610273105, 0.0)"
862,1335,"(45.427678770598895, 12.26178438085025, 0.0)"
862,1347,"(45.426282501162916, 12.261703879679372, 0.0)"
862,1361,"(45.42465351957991, 12.261609969105827, 0.0)"
862,1402,"(45.419882927100424, 12.2613349914854, 0.0)"
863,1160,"(45.44803764884174, 12.263075567294539, 0.0)"
863,1343,"(45.42674459409444, 12.261847209159102, 0.0)"
863,1347,"(45.426279170952355, 12.261820375137026, 0.0)"
863,1361,"(45.424650189557475, 12.261726461223862, 0.0)"
863,1362,"(45.424533833719885, 12.261719753394582, 0.0)"
865,1360,"(45.42475988496429, 12.261966153746167, 0.0)"
865,1430,"(45.41661497081434, 12.261496668393875, 0.0)"
865,1490,"(45.409633603522764, 12.261094412138904, 0.0)"
865,1491,"(45.40951724730501, 12.261087709116994, 0.0)"
866,1324,"(45.42894536105913, 12.262324182432117, 0.0)"
866,1362,"(45.424523842981166, 12.262069228910883, 0.0)"
866,1385,"(45.421847658772776, 12.26191494369007, 0.0)"
866,1405,"(45.4195205407129, 12.261780800249456, 0.0)"
866,1491,"(45.409513918673106, 12.261204170176828, 0.0)"
867,1355,"(45.425335002918295, 12.262232683053547, 0.0)"
867,1385,"(45.42184432859836, 12.26203143000225, 0.0)"
867,1405,"(45.4195172108072, 12.261897281791954, 0.0)"
867,1458,"(45.413350342556264, 12.261541868292305, 0.0)"
868,953,"(45.4721064286041, 12.265049625895815, 0.0)"
868,1369,"(45.423702691414405, 12.262255250480607, 0.0)"
868,1404,"(45.419630236688995, 12.262020470573797, 0.0)"
869,1304,"(45.43126247986176, 12.262807909118152, 0.0)"
869,1369,"(45.42369936078777, 12.262371740568202, 0.0)"
869,1370,"(45.42358300500557, 12.262365031635637, 0.0)"
869,1430,"(45.41660165229782, 12.261962570678005, 0.0)"
870,1369,"(45.42369603004253, 12.262488230635428, 0.0)"
870,1441,"(45.415318406624635, 12.262005275066992, 0.0)"
870,1442,"(45.41520205062865, 12.261998568846336, 0.0)"
870,1461,"(45.41299128610536, 12.26187115843722, 0.0)"
870,1465,"(45.412525861850035, 12.261844337077479, 0.0)"
871,1300,"(45.43172123867449, 12.26306776895482, 0.0)"
871,1359,"(45.42485625655841, 12.26267181703289, 0.0)"
871,1455,"(45.41368609268538, 12.262027861245073, 0.0)"
872,1390,"(45.421245896953664, 12.262580316706002, 0.0)"
873,1368,"(45.42380239282041, 12.2628444106425, 0.0)"
873,1369,"(45.423686037095116, 12.26283770071486, 0.0)"
873,1370,"(45.42356968136666, 12.262830990828215, 0.0)"
